 51 4301.422637 9.273E-31 2.063E+00.04200.041 5251.07690.70-.005200              3              1                    R 40      462223 5 8 3 3 2 1    83.0   81.0
 51 4302.166372 4.513E-31 2.078E+00.04200.041 5405.60560.70-.005200              3              1                    R 41      462223 5 8 3 3 2 1    85.0   83.0
 51 4302.833960 2.156E-31 2.093E+00.04200.041 5563.81840.70-.005200              3              1                    R 42      462223 5 8 3 3 2 1    87.0   85.0
 51 4303.425254 1.011E-31 2.109E+00.04200.041 5725.70900.70-.005200              3              1                    R 43      462223 5 8 3 3 2 1    89.0   87.0
 51 4303.623335 2.288E-21 5.527E-01.05570.062  299.76560.77-.003922              2              0                    R 12      688885 6 8 3 3 2 3    27.0   25.0
 51 4306.474886 1.945E-21 5.585E-01.05500.061  349.69750.76-.004041              2              0                    R 13      688885 6 8 3 3 2 3    29.0   27.0
 51 4309.254375 1.615E-21 5.641E-01.05420.060  403.46120.76-.004125              2              0                    R 14      688885 6 8 3 3 2 3    31.0   29.0
 51 4311.961655 1.310E-21 5.695E-01.05350.059  461.05440.75-.004235              2              0                    R 15      688885 6 8 3 3 2 3    33.0   31.0
 51 4314.596582 1.040E-21 5.749E-01.05260.058  522.47510.75-.004498              2              0                    R 16      688885 6 8 3 3 2 3    35.0   33.0
 51 4317.159007 8.067E-22 5.803E-01.05180.057  587.72090.75-.004506              2              0                    R 17      688885 6 8 3 3 2 3    37.0   35.0
 51 4319.648786 6.126E-22 5.855E-01.05100.056  656.78920.74-.004754              2              0                    R 18      688885 6 8 3 3 2 3    39.0   37.0
 51 4322.065772 4.554E-22 5.907E-01.05020.055  729.67740.73-.004905              2              0                    R 19      688885 6 8 3 3 2 3    41.0   39.0
 51 4324.409820 3.315E-22 5.959E-01.04950.053  806.38280.75-.004946              2              0                    R 20      588875 6 8 3 3 2 3    43.0   41.0
 51 4326.680783 2.363E-22 6.011E-01.04880.052  886.90240.74-.005703              2              0                    R 21      588825 6 8 3 3 2 3    45.0   43.0
 51 4328.878516 1.651E-22 6.062E-01.04750.051  971.23320.74-.005478              2              0                    R 22      588825 6 8 3 3 2 3    47.0   45.0
 51 4331.002873 1.130E-22 6.113E-01.04660.050 1059.37180.74-.005955              2              0                    R 23      588825 6 8 3 3 2 3    49.0   47.0
 51 4333.053708 7.576E-23 6.165E-01.04690.049 1151.31500.74-.005200              2              0                    R 24      587823 6 8 2 3 2 1    51.0   49.0
 51 4335.030876 4.980E-23 6.216E-01.04640.048 1247.05920.74-.005200              2              0                    R 25      587823 6 8 2 3 2 1    53.0   51.0
 51 4336.934231 3.209E-23 6.267E-01.04570.047 1346.60080.74-.005200              2              0                    R 26      586823 6 8 2 3 2 1    55.0   53.0
 51 4338.763628 2.027E-23 6.318E-01.04510.047 1449.93590.74-.005200              2              0                    R 27      586823 6 8 2 3 2 1    57.0   55.0
 51 4340.518921 1.256E-23 6.369E-01.04460.046 1557.06070.74-.005200              2              0                    R 28      586823 6 8 2 3 2 1    59.0   57.0
 51 4342.199965 7.627E-24 6.420E-01.04410.045 1667.97090.74-.005200              2              0                    R 29      586823 6 8 2 3 2 1    61.0   59.0
 51 4343.806614 4.543E-24 6.471E-01.04360.043 1782.66240.74-.005200              2              0                    R 30      476823 6 8 2 3 2 1    63.0   61.0
 51 4345.338724 2.654E-24 6.523E-01.04300.042 1901.13080.74-.005200              2              0                    R 31      476623 6 8 2 2 2 1    65.0   63.0
 51 4346.796148 1.521E-24 6.574E-01.04250.041 2023.37150.74-.005200              2              0                    R 32      476623 6 8 2 2 2 1    67.0   65.0
 51 4348.178742 8.552E-25 6.626E-01.04200.041 2149.37990.74-.005200              2              0                    R 33      476623 6 8 2 2 2 1    69.0   67.0
 51 4349.486361 4.717E-25 6.677E-01.04200.041 2279.15110.74-.005200              2              0                    R 34      476623 6 8 2 2 2 1    71.0   69.0
 51 4350.718859 2.552E-25 6.729E-01.04200.041 2412.68010.74-.005200              2              0                    R 35      476223 6 8 2 2 2 1    73.0   71.0
 51 4351.876114 1.355E-25 6.781E-01.04200.041 2549.96200.74-.005200              2              0                    R 36      476223 5 8 2 2 2 1    75.0   73.0
 51 4352.957935 7.060E-26 6.833E-01.04200.041 2690.99130.74-.005200              2              0                    R 37      476223 5 8 2 2 2 1    77.0   75.0
 51 4353.964199 3.610E-26 6.885E-01.04200.041 2835.76270.74-.005200              2              0                    R 38      476223 5 8 2 2 2 1    79.0   77.0
 51 4354.894762 1.811E-26 6.938E-01.04200.041 2984.27070.74-.005200              2              0                    R 39      476223 5 8 2 2 2 1    81.0   79.0
 51 4355.749478 8.917E-27 6.990E-01.04200.041 3136.50950.74-.005200              2              0                    R 40      476223 5 8 2 2 2 1    83.0   81.0
 51 4356.528202 4.310E-27 7.043E-01.04200.041 3292.47340.74-.005200              2              0                    R 41      476223 5 8 2 2 2 1    85.0   83.0
 51 4357.230789 2.044E-27 7.096E-01.04200.041 3452.15630.74-.005200              2              0                    R 42      476223 5 8 2 2 2 1    87.0   85.0
 51 4357.857094 9.519E-28 7.149E-01.04200.041 3615.55210.74-.005200              2              0                    R 43      476223 5 8 2 2 2 1    89.0   87.0
 51 4358.406971 4.351E-28 7.202E-01.04200.041 3782.65460.74-.005200              2              0                    R 44      476223 5 8 2 2 2 1    91.0   89.0
 51 4358.880275 1.952E-28 7.255E-01.04200.041 3953.45740.74-.005200              2              0                    R 45      476223 5 8 2 2 2 1    93.0   91.0
 51 4359.276862 8.601E-29 7.308E-01.04200.041 4127.95390.74-.005200              2              0                    R 46      476223 5 8 2 2 2 1    95.0   93.0
 51 4359.596585 3.720E-29 7.362E-01.04200.041 4306.13750.74-.005200              2              0                    R 47      476223 5 8 2 2 2 1    97.0   95.0
 51 4359.839299 1.580E-29 7.416E-01.04200.041 4488.00120.74-.005200              2              0                    R 48      476223 5 8 2 2 2 1    99.0   97.0
 51 4359.892647 1.661E-31 7.687E-01.04200.041 5452.27330.74-.005200              2              0                    R 53      376223 5 8 2 2 2 1   109.0  107.0
 51 4360.004860 6.588E-30 7.470E-01.04200.041 4673.53810.74-.005200              2              0                    R 49      476223 5 8 2 2 2 1   101.0   99.0
 51 4360.037160 4.284E-31 7.633E-01.04200.041 5252.11620.74-.005200              2              0                    R 52      376223 5 8 2 2 2 1   107.0  105.0
 51 4360.093120 2.698E-30 7.524E-01.04200.041 4862.74110.74-.005200              2              0                    R 50      376223 5 8 2 2 2 1   103.0  101.0
 51 4360.103936 1.085E-30 7.578E-01.04200.041 5055.60290.74-.005200              2              0                    R 51      376223 5 8 2 2 2 1   105.0  103.0
